fecha;hrmean
2009-04-20;50,33
2009-04-21;60,66
2009-04-22;69,04
2009-04-23;56,27
2009-04-24;93,40
2009-04-25;94,54
2009-04-26;86,59
2009-04-27;74,95
2009-04-28;75,23
2009-04-29;75,17
2009-04-30;68,47
2009-05-01;84,98
2009-05-02;91,96
2009-05-03;79,02
2009-05-04;67,91
2009-05-05;66,59
2009-05-06;89,96
2009-05-07;91,03
2009-05-08;92,08
2009-05-09;94,49
2009-05-10;91,92
2009-05-11;72,44
2009-05-12;87,74
2009-05-13;72,94
2009-05-14;65,24
2009-05-15;67,36
2009-05-16;60,12
2009-05-17;54,10
2009-05-18;70,57
2009-05-19;73,63
