fecha;radsup
2009-04-20;10,02
2009-04-21;15,36
2009-04-22;3,54
2009-04-23;14,25
2009-04-24;8,55
2009-04-25;8,57
2009-04-26;5,82
2009-04-27;4,14
2009-04-28;13,47
2009-04-29;15,58
2009-04-30;16,12
2009-05-01;15,93
2009-05-02;9,03
2009-05-03;10,94
2009-05-04;13,62
2009-05-05;1,03
2009-05-06;6,93
2009-05-07;14,91
2009-05-08;2,26
2009-05-09;1,84
2009-05-10;1,38
2009-05-11;14,45
2009-05-12;9,04
2009-05-13;12,23
2009-05-14;1,88
2009-05-15;5,41
2009-05-16;13,08
2009-05-17;14,02
2009-05-18;13,83
2009-05-19;14,01
