fecha;hrmean
2009-04-20;52,68
2009-04-21;76,40
2009-04-22;78,70
2009-04-23;88,30
2009-04-24;72,39
2009-04-25;67,05
2009-04-26;80,34
2009-04-27;96,22
2009-04-28;70,09
2009-04-29;63,17
2009-04-30;74,10
2009-05-01;72,08
2009-05-02;53,61
2009-05-03;58,91
2009-05-04;64,33
2009-05-05;64,28
2009-05-06;60,51
2009-05-07;76,49
2009-05-08;94,41
2009-05-09;96,56
2009-05-10;85,34
2009-05-11;75,83
2009-05-12;72,72
2009-05-13;74,37
2009-05-14;72,39
2009-05-15;74,06
2009-05-16;74,21
2009-05-17;71,15
2009-05-18;71,39
2009-05-19;68,05
