fecha;radsup
2009-04-20;14,15
2009-04-21;9,40
2009-04-22;3,78
2009-04-23;16,55
2009-04-24;16,82
2009-04-25;7,53
2009-04-26;15,38
2009-04-27;16,10
2009-04-28;17,07
2009-04-29;17,16
2009-04-30;16,57
2009-05-01;15,24
2009-05-02;15,22
2009-05-03;13,05
2009-05-04;16,00
2009-05-05;15,31
2009-05-06;12,84
2009-05-07;3,04
2009-05-08;10,89
2009-05-09;9,00
2009-05-10;11,62
2009-05-11;14,71
2009-05-12;9,71
2009-05-13;2,54
2009-05-14;7,51
2009-05-15;6,70
2009-05-16;14,94
2009-05-17;14,99
2009-05-18;14,97
2009-05-19;14,30
