fecha;tmax
2009-04-20;296,40
2009-04-21;293,60
2009-04-22;299,00
2009-04-23;305,40
2009-04-24;300,00
2009-04-25;295,40
2009-04-26;297,90
2009-04-27;299,60
2009-04-28;299,00
2009-04-29;294,00
2009-04-30;296,20
2009-05-01;298,30
2009-05-02;300,40
2009-05-03;301,80
2009-05-04;299,90
2009-05-05;301,80
2009-05-06;304,40
2009-05-07;300,00
2009-05-08;295,60
2009-05-09;292,50
2009-05-10;293,20
2009-05-11;292,30
2009-05-12;298,70
2009-05-13;294,20
2009-05-14;288,10
2009-05-15;290,40
2009-05-16;293,00
2009-05-17;287,90
2009-05-18;290,60
2009-05-19;291,60
