fecha;tmin
2009-04-20;289,60
2009-04-21;288,50
2009-04-22;290,40
2009-04-23;293,10
2009-04-24;292,50
2009-04-25;291,20
2009-04-26;291,30
2009-04-27;290,20
2009-04-28;290,90
2009-04-29;292,90
2009-04-30;291,40
2009-05-01;291,40
2009-05-02;290,30
2009-05-03;291,20
2009-05-04;290,60
2009-05-05;290,30
2009-05-06;292,20
2009-05-07;294,90
2009-05-08;294,60
2009-05-09;294,80
2009-05-10;293,90
2009-05-11;292,90
2009-05-12;285,30
2009-05-13;283,20
2009-05-14;284,40
2009-05-15;281,10
2009-05-16;280,70
2009-05-17;280,20
2009-05-18;282,70
2009-05-19;285,30
