fecha;tmin
2009-04-20;287,20
2009-04-21;287,40
2009-04-22;289,00
2009-04-23;288,80
2009-04-24;295,30
2009-04-25;293,90
2009-04-26;291,90
2009-04-27;288,40
2009-04-28;285,50
2009-04-29;285,10
2009-04-30;279,50
2009-05-01;280,10
2009-05-02;279,30
2009-05-03;283,10
2009-05-04;283,00
2009-05-05;282,80
2009-05-06;287,50
2009-05-07;288,60
2009-05-08;289,00
2009-05-09;289,60
2009-05-10;291,80
2009-05-11;290,90
2009-05-12;292,80
2009-05-13;290,80
2009-05-14;291,30
2009-05-15;288,90
2009-05-16;288,40
2009-05-17;288,20
2009-05-18;286,80
2009-05-19;289,80
