fecha;radsup
2009-04-20;5,53
2009-04-21;3,33
2009-04-22;1,83
2009-04-23;7,91
2009-04-24;2,80
2009-04-25;5,18
2009-04-26;11,34
2009-04-27;6,57
2009-04-28;13,14
2009-04-29;16,57
2009-04-30;16,66
2009-05-01;16,77
2009-05-02;16,27
2009-05-03;15,86
2009-05-04;15,81
2009-05-05;14,70
2009-05-06;11,32
2009-05-07;13,29
2009-05-08;13,99
2009-05-09;12,25
2009-05-10;14,77
2009-05-11;1,78
2009-05-12;7,87
2009-05-13;14,10
2009-05-14;14,75
2009-05-15;14,87
2009-05-16;4,93
2009-05-17;1,67
2009-05-18;3,45
2009-05-19;4,47
