fecha;radsup
2003-01-06;23,68
2003-01-07;28,40
2003-01-08;26,46
2003-01-09;8,51
2003-01-10;4,34
2003-01-11;6,40
2003-01-12;5,54
2003-01-13;22,38
2003-01-14;22,54
2003-01-15;24,81
2003-01-16;25,52
2003-01-17;28,03
2003-01-18;22,63
2003-01-19;16,76
2003-01-20;15,22
2003-01-21;24,58
2003-01-22;19,99
2003-01-23;20,86
2003-01-24;8,59
2003-01-25;9,82
2003-01-26;17,33
2003-01-27;22,46
2003-01-28;27,90
2003-01-29;27,65
2003-01-30;26,67
2003-01-31;9,58
2003-02-01;16,48
2003-02-02;16,18
2003-02-03;22,04
2003-02-04;16,26
