fecha;precip
2003-01-06;0,00
2003-01-07;0,00
2003-01-08;0,00
2003-01-09;0,00
2003-01-10;2,48
2003-01-11;4,21
2003-01-12;45,45
2003-01-13;0,04
2003-01-14;0,00
2003-01-15;0,00
2003-01-16;0,00
2003-01-17;0,00
2003-01-18;0,22
2003-01-19;0,22
2003-01-20;0,00
2003-01-21;0,30
2003-01-22;7,97
2003-01-23;2,64
2003-01-24;0,00
2003-01-25;0,00
2003-01-26;1,45
2003-01-27;20,43
2003-01-28;40,67
2003-01-29;2,12
2003-01-30;34,71
2003-01-31;25,57
2003-02-01;22,72
2003-02-02;0,02
2003-02-03;3,50
2003-02-04;10,71
