fecha;tmin
2003-01-06;295,20
2003-01-07;294,50
2003-01-08;294,90
2003-01-09;294,20
2003-01-10;298,00
2003-01-11;298,60
2003-01-12;295,20
2003-01-13;296,00
2003-01-14;296,80
2003-01-15;299,90
2003-01-16;288,60
2003-01-17;286,50
2003-01-18;286,30
2003-01-19;289,40
2003-01-20;294,90
2003-01-21;294,10
2003-01-22;292,60
2003-01-23;290,50
2003-01-24;292,90
2003-01-25;292,70
2003-01-26;294,60
2003-01-27;295,90
2003-01-28;296,30
2003-01-29;296,60
2003-01-30;295,10
2003-01-31;296,20
2003-02-01;297,70
2003-02-02;297,40
2003-02-03;296,80
2003-02-04;295,90
