fecha;tmin
2003-01-06;296,70
2003-01-07;296,40
2003-01-08;295,70
2003-01-09;297,90
2003-01-10;295,50
2003-01-11;293,70
2003-01-12;293,40
2003-01-13;295,10
2003-01-14;294,70
2003-01-15;294,10
2003-01-16;294,20
2003-01-17;294,40
2003-01-18;293,00
2003-01-19;297,70
2003-01-20;295,90
2003-01-21;295,90
2003-01-22;294,90
2003-01-23;294,30
2003-01-24;295,50
2003-01-25;294,80
2003-01-26;295,20
2003-01-27;297,20
2003-01-28;289,60
2003-01-29;290,30
2003-01-30;292,70
2003-01-31;294,20
2003-02-01;294,50
2003-02-02;298,60
2003-02-03;289,70
2003-02-04;283,90
