fecha;tmin
2003-01-06;295,80
2003-01-07;295,00
2003-01-08;295,70
2003-01-09;299,50
2003-01-10;296,10
2003-01-11;294,50
2003-01-12;293,00
2003-01-13;295,10
2003-01-14;295,90
2003-01-15;296,20
2003-01-16;296,40
2003-01-17;295,10
2003-01-18;295,90
2003-01-19;297,30
2003-01-20;296,80
2003-01-21;296,80
2003-01-22;295,70
2003-01-23;296,50
2003-01-24;296,10
2003-01-25;298,20
2003-01-26;297,30
2003-01-27;298,10
2003-01-28;299,10
2003-01-29;298,60
2003-01-30;299,80
2003-01-31;299,60
2003-02-01;298,20
2003-02-02;298,50
2003-02-03;292,00
2003-02-04;291,10
