fecha;hrmean
2009-02-09;76,30
2009-02-10;66,33
2009-02-11;58,72
2009-02-12;67,60
2009-02-13;86,61
2009-02-14;76,28
2009-02-15;78,04
2009-02-16;89,67
2009-02-17;97,77
2009-02-18;73,47
2009-02-19;60,64
2009-02-20;62,29
2009-02-21;66,57
2009-02-22;86,17
2009-02-23;68,02
2009-02-24;36,20
2009-02-25;38,31
2009-02-26;45,11
2009-02-27;53,59
2009-02-28;61,57
2009-03-01;57,82
2009-03-02;55,75
2009-03-03;79,56
2009-03-04;84,94
2009-03-05;80,01
2009-03-06;69,97
2009-03-07;68,65
2009-03-08;71,18
2009-03-09;61,24
2009-03-10;41,96
