fecha;precip
2009-02-09;3,78
2009-02-10;8,16
2009-02-11;7,99
2009-02-12;0,00
2009-02-13;0,00
2009-02-14;0,00
2009-02-15;17,09
2009-02-16;23,63
2009-02-17;29,89
2009-02-18;2,38
2009-02-19;0,00
2009-02-20;0,00
2009-02-21;0,00
2009-02-22;0,30
2009-02-23;0,00
2009-02-24;0,00
2009-02-25;6,39
2009-02-26;19,03
2009-02-27;35,06
2009-02-28;3,07
2009-03-01;0,04
2009-03-02;0,56
2009-03-03;63,76
2009-03-04;26,50
2009-03-05;0,13
2009-03-06;0,00
2009-03-07;0,09
2009-03-08;0,00
2009-03-09;0,00
2009-03-10;0,00
