fecha;tmax
2009-02-09;305,60
2009-02-10;305,90
2009-02-11;304,90
2009-02-12;307,30
2009-02-13;306,60
2009-02-14;306,40
2009-02-15;303,90
2009-02-16;308,60
2009-02-17;308,60
2009-02-18;305,40
2009-02-19;304,60
2009-02-20;302,30
2009-02-21;302,40
2009-02-22;304,70
2009-02-23;308,30
2009-02-24;310,70
2009-02-25;310,30
2009-02-26;307,30
2009-02-27;311,80
2009-02-28;311,10
2009-03-01;311,20
2009-03-02;307,50
2009-03-03;305,80
2009-03-04;301,10
2009-03-05;299,80
2009-03-06;299,70
2009-03-07;301,00
2009-03-08;299,30
2009-03-09;305,30
2009-03-10;305,60
