fecha;hrmean
2009-02-09;80,09
2009-02-10;73,41
2009-02-11;83,77
2009-02-12;58,45
2009-02-13;51,56
2009-02-14;45,16
2009-02-15;44,23
2009-02-16;86,58
2009-02-17;68,76
2009-02-18;62,86
2009-02-19;68,12
2009-02-20;76,83
2009-02-21;78,35
2009-02-22;94,79
2009-02-23;99,49
2009-02-24;80,47
2009-02-25;75,15
2009-02-26;67,90
2009-02-27;81,42
2009-02-28;76,50
2009-03-01;81,97
2009-03-02;94,45
2009-03-03;94,14
2009-03-04;90,42
2009-03-05;71,59
2009-03-06;77,19
2009-03-07;76,76
2009-03-08;80,03
2009-03-09;77,92
2009-03-10;69,02
