fecha;tmin
2009-02-09;293,90
2009-02-10;296,00
2009-02-11;296,80
2009-02-12;296,60
2009-02-13;296,70
2009-02-14;295,40
2009-02-15;297,50
2009-02-16;297,40
2009-02-17;297,00
2009-02-18;295,20
2009-02-19;294,70
2009-02-20;294,60
2009-02-21;295,20
2009-02-22;295,10
2009-02-23;292,10
2009-02-24;293,30
2009-02-25;293,20
2009-02-26;292,50
2009-02-27;292,50
2009-02-28;290,60
2009-03-01;292,20
2009-03-02;291,50
2009-03-03;295,60
2009-03-04;294,20
2009-03-05;294,70
2009-03-06;293,00
2009-03-07;290,60
2009-03-08;292,40
2009-03-09;292,60
2009-03-10;293,30
