fecha;radsup
2009-02-09;8,51
2009-02-10;6,44
2009-02-11;21,50
2009-02-12;23,35
2009-02-13;24,39
2009-02-14;25,18
2009-02-15;13,56
2009-02-16;4,94
2009-02-17;5,37
2009-02-18;9,54
2009-02-19;21,89
2009-02-20;25,17
2009-02-21;25,09
2009-02-22;13,49
2009-02-23;23,63
2009-02-24;13,00
2009-02-25;11,68
2009-02-26;3,14
2009-02-27;2,47
2009-02-28;9,99
2009-03-01;18,21
2009-03-02;17,81
2009-03-03;7,29
2009-03-04;6,48
2009-03-05;12,32
2009-03-06;23,72
2009-03-07;19,29
2009-03-08;23,29
2009-03-09;21,44
2009-03-10;23,22
