fecha;radsup
2009-02-09;25,82
2009-02-10;21,88
2009-02-11;23,45
2009-02-12;25,47
2009-02-13;24,86
2009-02-14;25,58
2009-02-15;26,16
2009-02-16;26,03
2009-02-17;25,73
2009-02-18;26,33
2009-02-19;25,96
2009-02-20;25,81
2009-02-21;23,82
2009-02-22;23,19
2009-02-23;19,79
2009-02-24;16,26
2009-02-25;22,21
2009-02-26;18,72
2009-02-27;5,04
2009-02-28;17,25
2009-03-01;15,52
2009-03-02;14,52
2009-03-03;16,95
2009-03-04;13,80
2009-03-05;23,01
2009-03-06;21,04
2009-03-07;15,64
2009-03-08;21,07
2009-03-09;15,34
2009-03-10;2,74
