fecha;tmax
2009-04-06;307,90
2009-04-07;308,20
2009-04-08;304,40
2009-04-09;302,80
2009-04-10;302,90
2009-04-11;304,80
2009-04-12;305,00
2009-04-13;307,50
2009-04-14;308,80
2009-04-15;307,20
2009-04-16;306,80
2009-04-17;307,30
2009-04-18;303,50
2009-04-19;296,10
2009-04-20;295,90
2009-04-21;301,30
2009-04-22;305,10
2009-04-23;305,50
2009-04-24;304,40
2009-04-25;297,80
2009-04-26;295,00
2009-04-27;295,20
2009-04-28;297,10
2009-04-29;303,70
2009-04-30;305,30
2009-05-01;306,10
2009-05-02;298,50
2009-05-03;304,50
2009-05-04;304,20
2009-05-05;303,40
