fecha;hrmean
2009-04-06;59,40
2009-04-07;55,18
2009-04-08;69,91
2009-04-09;58,16
2009-04-10;51,48
2009-04-11;56,73
2009-04-12;51,60
2009-04-13;43,30
2009-04-14;41,44
2009-04-15;42,10
2009-04-16;37,90
2009-04-17;36,39
2009-04-18;45,47
2009-04-19;55,43
2009-04-20;62,33
2009-04-21;92,99
2009-04-22;72,23
2009-04-23;70,49
2009-04-24;95,15
2009-04-25;99,41
2009-04-26;60,01
2009-04-27;54,77
2009-04-28;68,99
2009-04-29;91,84
2009-04-30;85,88
2009-05-01;81,07
2009-05-02;80,39
2009-05-03;82,99
2009-05-04;82,29
2009-05-05;92,41
