fecha;radsup
2009-04-06;20,46
2009-04-07;19,04
2009-04-08;19,24
2009-04-09;18,22
2009-04-10;18,34
2009-04-11;19,04
2009-04-12;14,91
2009-04-13;18,85
2009-04-14;15,54
2009-04-15;11,96
2009-04-16;2,78
2009-04-17;16,63
2009-04-18;6,11
2009-04-19;13,50
2009-04-20;12,34
2009-04-21;15,23
2009-04-22;16,71
2009-04-23;16,63
2009-04-24;5,99
2009-04-25;16,82
2009-04-26;17,43
2009-04-27;17,26
2009-04-28;17,37
2009-04-29;17,19
2009-04-30;17,17
2009-05-01;16,16
2009-05-02;13,50
2009-05-03;16,51
2009-05-04;16,20
2009-05-05;15,04
