fecha;tmax
2009-04-06;309,70
2009-04-07;306,90
2009-04-08;308,30
2009-04-09;304,40
2009-04-10;303,00
2009-04-11;304,00
2009-04-12;307,00
2009-04-13;306,80
2009-04-14;306,70
2009-04-15;304,40
2009-04-16;307,10
2009-04-17;306,80
2009-04-18;307,70
2009-04-19;306,30
2009-04-20;306,00
2009-04-21;298,00
2009-04-22;296,80
2009-04-23;299,10
2009-04-24;294,90
2009-04-25;293,60
2009-04-26;292,40
2009-04-27;292,10
2009-04-28;294,50
2009-04-29;289,80
2009-04-30;296,60
2009-05-01;300,20
2009-05-02;300,20
2009-05-03;298,00
2009-05-04;301,40
2009-05-05;300,20
