fecha;precip
2009-04-06;0,00
2009-04-07;0,00
2009-04-08;0,00
2009-04-09;0,00
2009-04-10;0,00
2009-04-11;0,00
2009-04-12;0,00
2009-04-13;0,00
2009-04-14;0,00
2009-04-15;6,42
2009-04-16;12,92
2009-04-17;7,34
2009-04-18;18,53
2009-04-19;8,29
2009-04-20;18,38
2009-04-21;2,94
2009-04-22;0,00
2009-04-23;0,00
2009-04-24;0,00
2009-04-25;13,31
2009-04-26;36,63
2009-04-27;5,98
2009-04-28;1,14
2009-04-29;17,56
2009-04-30;25,19
2009-05-01;4,23
2009-05-02;0,00
2009-05-03;0,00
2009-05-04;0,00
2009-05-05;0,00
