fecha;tmax
2003-01-13;303,60
2003-01-14;305,20
2003-01-15;303,30
2003-01-16;304,80
2003-01-17;304,60
2003-01-18;306,90
2003-01-19;300,20
2003-01-20;300,60
2003-01-21;302,00
2003-01-22;304,70
2003-01-23;299,10
2003-01-24;300,60
2003-01-25;305,80
2003-01-26;300,80
2003-01-27;302,40
2003-01-28;302,50
2003-01-29;304,50
2003-01-30;308,00
2003-01-31;300,50
2003-02-01;305,90
2003-02-02;306,40
2003-02-03;307,60
2003-02-04;308,40
2003-02-05;310,20
2003-02-06;310,20
2003-02-07;308,20
2003-02-08;305,20
2003-02-09;308,70
2003-02-10;308,90
2003-02-11;309,70
