fecha;tmin
2003-01-13;291,30
2003-01-14;292,20
2003-01-15;294,60
2003-01-16;295,50
2003-01-17;298,60
2003-01-18;299,60
2003-01-19;298,20
2003-01-20;300,10
2003-01-21;299,50
2003-01-22;299,20
2003-01-23;298,10
2003-01-24;299,50
2003-01-25;301,40
2003-01-26;302,50
2003-01-27;296,70
2003-01-28;295,90
2003-01-29;297,10
2003-01-30;296,40
2003-01-31;298,10
2003-02-01;296,50
2003-02-02;297,80
2003-02-03;300,20
2003-02-04;299,90
2003-02-05;299,30
2003-02-06;303,90
2003-02-07;302,70
2003-02-08;289,10
2003-02-09;288,90
2003-02-10;290,40
2003-02-11;291,20
