fecha;hrmean
2003-01-13;57,03
2003-01-14;58,23
2003-01-15;60,81
2003-01-16;56,93
2003-01-17;58,01
2003-01-18;92,53
2003-01-19;79,73
2003-01-20;63,12
2003-01-21;90,80
2003-01-22;92,80
2003-01-23;93,58
2003-01-24;94,39
2003-01-25;75,34
2003-01-26;76,94
2003-01-27;87,29
2003-01-28;79,63
2003-01-29;86,69
2003-01-30;93,99
2003-01-31;90,13
2003-02-01;80,78
2003-02-02;71,30
2003-02-03;76,02
2003-02-04;70,45
2003-02-05;77,93
2003-02-06;83,66
2003-02-07;69,28
2003-02-08;67,57
2003-02-09;60,08
2003-02-10;49,01
2003-02-11;64,97
