fecha;hrmean
2003-01-13;79,02
2003-01-14;79,51
2003-01-15;77,88
2003-01-16;72,52
2003-01-17;68,92
2003-01-18;64,66
2003-01-19;60,36
2003-01-20;73,19
2003-01-21;78,90
2003-01-22;68,59
2003-01-23;80,31
2003-01-24;73,69
2003-01-25;89,75
2003-01-26;98,32
2003-01-27;99,13
2003-01-28;97,34
2003-01-29;98,24
2003-01-30;90,21
2003-01-31;79,31
2003-02-01;77,83
2003-02-02;79,73
2003-02-03;79,36
2003-02-04;90,86
2003-02-05;85,65
2003-02-06;85,46
2003-02-07;81,98
2003-02-08;75,32
2003-02-09;67,51
2003-02-10;63,24
2003-02-11;59,22
