fecha;hrmean
2003-01-13;73,43
2003-01-14;69,01
2003-01-15;82,97
2003-01-16;83,27
2003-01-17;77,89
2003-01-18;74,87
2003-01-19;99,16
2003-01-20;96,69
2003-01-21;94,77
2003-01-22;85,50
2003-01-23;97,19
2003-01-24;94,58
2003-01-25;83,54
2003-01-26;90,42
2003-01-27;84,15
2003-01-28;76,50
2003-01-29;68,28
2003-01-30;67,71
2003-01-31;95,14
2003-02-01;83,97
2003-02-02;72,98
2003-02-03;69,25
2003-02-04;65,67
2003-02-05;57,41
2003-02-06;47,82
2003-02-07;54,11
2003-02-08;72,32
2003-02-09;56,72
2003-02-10;53,22
2003-02-11;49,56
