fecha;hrmean
2009-04-27;53,86
2009-04-28;54,85
2009-04-29;73,36
2009-04-30;64,83
2009-05-01;72,67
2009-05-02;82,06
2009-05-03;75,07
2009-05-04;89,78
2009-05-05;76,12
2009-05-06;62,96
2009-05-07;70,26
2009-05-08;71,67
2009-05-09;43,48
2009-05-10;41,63
2009-05-11;41,30
2009-05-12;45,72
2009-05-13;44,07
2009-05-14;46,06
2009-05-15;70,79
2009-05-16;68,90
2009-05-17;47,79
2009-05-18;33,71
2009-05-19;45,21
2009-05-20;51,00
2009-05-21;39,82
2009-05-22;41,47
2009-05-23;28,61
2009-05-24;31,39
2009-05-25;54,58
2009-05-26;70,33
