fecha;tmin
2009-04-27;289,50
2009-04-28;289,80
2009-04-29;292,60
2009-04-30;290,70
2009-05-01;290,90
2009-05-02;288,60
2009-05-03;288,80
2009-05-04;292,50
2009-05-05;294,10
2009-05-06;294,40
2009-05-07;296,20
2009-05-08;291,80
2009-05-09;291,20
2009-05-10;293,70
2009-05-11;293,70
2009-05-12;290,90
2009-05-13;292,20
2009-05-14;291,70
2009-05-15;289,30
2009-05-16;285,30
2009-05-17;282,60
2009-05-18;283,20
2009-05-19;282,30
2009-05-20;282,90
2009-05-21;283,30
2009-05-22;285,20
2009-05-23;287,90
2009-05-24;285,00
2009-05-25;291,60
2009-05-26;284,70
