fecha;radsup
2009-04-27;16,67
2009-04-28;10,57
2009-04-29;4,67
2009-04-30;11,93
2009-05-01;16,00
2009-05-02;3,47
2009-05-03;6,92
2009-05-04;2,03
2009-05-05;14,22
2009-05-06;15,01
2009-05-07;11,54
2009-05-08;1,53
2009-05-09;7,48
2009-05-10;15,40
2009-05-11;15,07
2009-05-12;14,43
2009-05-13;11,76
2009-05-14;10,75
2009-05-15;14,44
2009-05-16;13,39
2009-05-17;3,53
2009-05-18;8,10
2009-05-19;14,81
2009-05-20;14,39
2009-05-21;1,83
2009-05-22;14,74
2009-05-23;14,71
2009-05-24;12,27
2009-05-25;2,57
2009-05-26;2,23
