fecha;radsup
2009-04-27;16,89
2009-04-28;16,27
2009-04-29;14,31
2009-04-30;16,10
2009-05-01;16,51
2009-05-02;4,28
2009-05-03;1,67
2009-05-04;2,10
2009-05-05;11,88
2009-05-06;15,24
2009-05-07;7,90
2009-05-08;1,92
2009-05-09;1,57
2009-05-10;4,24
2009-05-11;11,42
2009-05-12;11,49
2009-05-13;14,17
2009-05-14;14,87
2009-05-15;12,89
2009-05-16;5,29
2009-05-17;13,89
2009-05-18;3,65
2009-05-19;3,99
2009-05-20;2,09
2009-05-21;12,99
2009-05-22;7,66
2009-05-23;0,74
2009-05-24;6,96
2009-05-25;0,64
2009-05-26;2,53
