fecha;hrmean
2009-04-27;52,26
2009-04-28;56,75
2009-04-29;84,30
2009-04-30;67,77
2009-05-01;70,36
2009-05-02;76,94
2009-05-03;62,78
2009-05-04;59,79
2009-05-05;63,31
2009-05-06;58,12
2009-05-07;69,15
2009-05-08;61,64
2009-05-09;60,29
2009-05-10;54,68
2009-05-11;45,12
2009-05-12;72,69
2009-05-13;78,44
2009-05-14;70,15
2009-05-15;77,73
2009-05-16;44,58
2009-05-17;37,27
2009-05-18;35,85
2009-05-19;35,41
2009-05-20;38,79
2009-05-21;68,47
2009-05-22;85,62
2009-05-23;78,01
2009-05-24;86,89
2009-05-25;57,88
2009-05-26;45,11
