fecha;radsup
2009-02-02;3,59
2009-02-03;6,36
2009-02-04;5,24
2009-02-05;7,93
2009-02-06;19,00
2009-02-07;24,13
2009-02-08;26,64
2009-02-09;26,75
2009-02-10;22,37
2009-02-11;20,18
2009-02-12;14,75
2009-02-13;22,90
2009-02-14;14,87
2009-02-15;22,48
2009-02-16;21,28
2009-02-17;25,33
2009-02-18;24,52
2009-02-19;13,13
2009-02-20;1,70
2009-02-21;7,64
2009-02-22;19,38
2009-02-23;24,37
2009-02-24;23,93
2009-02-25;23,68
2009-02-26;13,69
2009-02-27;20,76
2009-02-28;22,79
2009-03-01;12,96
2009-03-02;8,45
2009-03-03;23,36
