fecha;precip
2009-02-02;6,65
2009-02-03;14,04
2009-02-04;53,98
2009-02-05;18,10
2009-02-06;49,72
2009-02-07;0,00
2009-02-08;0,00
2009-02-09;0,00
2009-02-10;0,00
2009-02-11;0,00
2009-02-12;0,00
2009-02-13;0,00
2009-02-14;0,00
2009-02-15;0,06
2009-02-16;0,11
2009-02-17;0,00
2009-02-18;0,00
2009-02-19;0,00
2009-02-20;0,04
2009-02-21;0,69
2009-02-22;0,35
2009-02-23;15,81
2009-02-24;15,47
2009-02-25;6,74
2009-02-26;12,16
2009-02-27;0,00
2009-02-28;0,06
2009-03-01;9,42
2009-03-02;0,73
2009-03-03;3,11
