fecha;precip
2009-02-02;26,91
2009-02-03;5,92
2009-02-04;140,08
2009-02-05;5,55
2009-02-06;53,09
2009-02-07;7,34
2009-02-08;83,25
2009-02-09;6,96
2009-02-10;4,17
2009-02-11;8,66
2009-02-12;0,06
2009-02-13;0,24
2009-02-14;0,00
2009-02-15;3,93
2009-02-16;2,83
2009-02-17;0,11
2009-02-18;0,17
2009-02-19;4,43
2009-02-20;0,00
2009-02-21;15,94
2009-02-22;1,51
2009-02-23;3,67
2009-02-24;0,06
2009-02-25;14,45
2009-02-26;2,40
2009-02-27;0,04
2009-02-28;2,53
2009-03-01;0,22
2009-03-02;4,10
2009-03-03;16,50
