fecha;tmax
2008-12-17;310,40
2008-12-18;310,70
2008-12-19;312,00
2008-12-20;313,50
2008-12-21;311,00
2008-12-22;303,10
2008-12-23;299,90
2008-12-24;305,50
2008-12-25;307,20
2008-12-26;308,50
2008-12-27;309,70
2008-12-28;299,50
2008-12-29;302,90
2008-12-30;302,20
2008-12-31;308,50
2009-01-01;307,20
2009-01-02;308,70
2009-01-03;309,60
2009-01-04;313,40
2009-01-05;307,90
2009-01-06;311,50
2009-01-07;305,60
2009-01-08;308,10
2009-01-09;312,00
2009-01-10;309,30
2009-01-11;311,70
2009-01-12;308,60
2009-01-13;315,10
2009-01-14;311,60
2009-01-15;303,60
