fecha;tmin
2008-12-17;295,40
2008-12-18;297,50
2008-12-19;298,10
2008-12-20;302,00
2008-12-21;300,20
2008-12-22;300,10
2008-12-23;293,50
2008-12-24;292,90
2008-12-25;292,10
2008-12-26;291,50
2008-12-27;295,30
2008-12-28;294,40
2008-12-29;289,50
2008-12-30;286,20
2008-12-31;288,00
2009-01-01;291,20
2009-01-02;293,70
2009-01-03;297,90
2009-01-04;300,20
2009-01-05;294,10
2009-01-06;291,40
2009-01-07;290,90
2009-01-08;293,40
2009-01-09;294,90
2009-01-10;299,80
2009-01-11;300,30
2009-01-12;300,50
2009-01-13;300,80
2009-01-14;299,00
2009-01-15;299,50
