fecha;tmax
2008-12-17;309,80
2008-12-18;310,60
2008-12-19;311,50
2008-12-20;314,10
2008-12-21;319,90
2008-12-22;314,90
2008-12-23;306,80
2008-12-24;301,20
2008-12-25;304,30
2008-12-26;308,10
2008-12-27;315,80
2008-12-28;312,60
2008-12-29;306,00
2008-12-30;298,60
2008-12-31;301,90
2009-01-01;303,90
2009-01-02;306,00
2009-01-03;309,40
2009-01-04;313,50
2009-01-05;312,90
2009-01-06;311,70
2009-01-07;312,90
2009-01-08;307,70
2009-01-09;303,90
2009-01-10;307,10
2009-01-11;309,80
2009-01-12;310,40
2009-01-13;302,80
2009-01-14;302,80
2009-01-15;304,00
