fecha;radsup
2009-03-31;20,31
2009-04-01;9,94
2009-04-02;17,99
2009-04-03;14,12
2009-04-04;10,72
2009-04-05;13,57
2009-04-06;11,42
2009-04-07;10,34
2009-04-08;14,39
2009-04-09;5,29
2009-04-10;13,68
2009-04-11;15,09
2009-04-12;12,60
2009-04-13;6,45
2009-04-14;4,10
2009-04-15;6,09
2009-04-16;16,73
2009-04-17;18,81
2009-04-18;18,45
2009-04-19;18,54
2009-04-20;18,48
2009-04-21;18,28
2009-04-22;17,77
2009-04-23;16,71
2009-04-24;9,16
2009-04-25;11,06
2009-04-26;15,71
2009-04-27;2,22
2009-04-28;12,69
2009-04-29;13,99
