fecha;tmin
2009-03-31;293,40
2009-04-01;300,60
2009-04-02;295,90
2009-04-03;301,30
2009-04-04;297,10
2009-04-05;299,60
2009-04-06;296,60
2009-04-07;300,80
2009-04-08;299,60
2009-04-09;300,70
2009-04-10;298,90
2009-04-11;296,70
2009-04-12;300,20
2009-04-13;294,90
2009-04-14;295,00
2009-04-15;292,50
2009-04-16;287,30
2009-04-17;281,50
2009-04-18;279,90
2009-04-19;280,60
2009-04-20;282,60
2009-04-21;284,80
2009-04-22;287,80
2009-04-23;291,80
2009-04-24;292,60
2009-04-25;292,10
2009-04-26;290,80
2009-04-27;293,50
2009-04-28;291,70
2009-04-29;293,90
