fecha;tmax
2009-03-31;311,20
2009-04-01;306,20
2009-04-02;310,40
2009-04-03;309,40
2009-04-04;309,20
2009-04-05;310,20
2009-04-06;310,50
2009-04-07;308,60
2009-04-08;309,90
2009-04-09;306,90
2009-04-10;306,60
2009-04-11;307,90
2009-04-12;307,60
2009-04-13;302,40
2009-04-14;297,00
2009-04-15;297,70
2009-04-16;294,00
2009-04-17;291,30
2009-04-18;294,50
2009-04-19;296,60
2009-04-20;297,20
2009-04-21;299,60
2009-04-22;302,00
2009-04-23;303,50
2009-04-24;299,90
2009-04-25;300,30
2009-04-26;301,30
2009-04-27;295,60
2009-04-28;301,00
2009-04-29;302,50
