fecha;tmin
2009-03-31;297,00
2009-04-01;300,10
2009-04-02;295,80
2009-04-03;298,60
2009-04-04;297,40
2009-04-05;299,00
2009-04-06;297,30
2009-04-07;299,70
2009-04-08;299,20
2009-04-09;298,70
2009-04-10;292,80
2009-04-11;292,10
2009-04-12;296,50
2009-04-13;298,40
2009-04-14;295,40
2009-04-15;295,10
2009-04-16;296,30
2009-04-17;290,60
2009-04-18;287,40
2009-04-19;288,90
2009-04-20;289,80
2009-04-21;293,40
2009-04-22;293,20
2009-04-23;286,80
2009-04-24;287,60
2009-04-25;294,70
2009-04-26;294,70
2009-04-27;295,50
2009-04-28;297,10
2009-04-29;291,80
