fecha;tmin
2002-12-16;293,70
2002-12-17;296,90
2002-12-18;294,60
2002-12-19;299,00
2002-12-20;298,20
2002-12-21;297,40
2002-12-22;300,60
2002-12-23;302,80
2002-12-24;297,30
2002-12-25;295,40
2002-12-26;297,90
2002-12-27;300,10
2002-12-28;300,70
2002-12-29;299,70
2002-12-30;295,60
2002-12-31;293,60
2003-01-01;293,30
2003-01-02;294,20
2003-01-03;287,90
2003-01-04;290,10
2003-01-05;294,80
2003-01-06;298,10
2003-01-07;297,00
2003-01-08;299,80
2003-01-09;300,30
2003-01-10;300,60
2003-01-11;300,00
2003-01-12;301,80
2003-01-13;299,60
2003-01-14;298,60
