fecha;hrmean
2002-12-16;66,92
2002-12-17;74,48
2002-12-18;72,16
2002-12-19;87,33
2002-12-20;75,69
2002-12-21;78,62
2002-12-22;71,18
2002-12-23;48,67
2002-12-24;89,92
2002-12-25;91,45
2002-12-26;92,57
2002-12-27;82,30
2002-12-28;73,16
2002-12-29;75,09
2002-12-30;69,52
2002-12-31;66,98
2003-01-01;66,41
2003-01-02;70,17
2003-01-03;70,31
2003-01-04;77,31
2003-01-05;91,60
2003-01-06;90,77
2003-01-07;84,88
2003-01-08;83,03
2003-01-09;80,50
2003-01-10;76,58
2003-01-11;71,48
2003-01-12;75,06
2003-01-13;67,80
2003-01-14;70,75
