fecha;tmax
2002-12-16;304,40
2002-12-17;300,50
2002-12-18;303,70
2002-12-19;306,10
2002-12-20;307,80
2002-12-21;302,50
2002-12-22;303,60
2002-12-23;304,40
2002-12-24;305,90
2002-12-25;302,20
2002-12-26;299,60
2002-12-27;301,00
2002-12-28;306,10
2002-12-29;301,60
2002-12-30;300,80
2002-12-31;303,00
2003-01-01;307,60
2003-01-02;304,50
2003-01-03;311,20
2003-01-04;312,40
2003-01-05;311,20
2003-01-06;312,10
2003-01-07;310,70
2003-01-08;311,60
2003-01-09;311,10
2003-01-10;309,70
2003-01-11;305,30
2003-01-12;307,00
2003-01-13;303,60
2003-01-14;300,30
