fecha;hrmean
2002-12-16;63,01
2002-12-17;64,70
2002-12-18;65,71
2002-12-19;57,51
2002-12-20;76,30
2002-12-21;89,58
2002-12-22;85,82
2002-12-23;64,55
2002-12-24;89,66
2002-12-25;92,65
2002-12-26;92,10
2002-12-27;72,65
2002-12-28;81,08
2002-12-29;73,52
2002-12-30;69,86
2002-12-31;66,09
2003-01-01;66,95
2003-01-02;60,66
2003-01-03;55,98
2003-01-04;51,86
2003-01-05;47,09
2003-01-06;41,11
2003-01-07;40,30
2003-01-08;40,31
2003-01-09;39,12
2003-01-10;46,28
2003-01-11;54,43
2003-01-12;75,27
2003-01-13;81,09
2003-01-14;91,84
