fecha;radsup
2002-12-16;28,65
2002-12-17;26,33
2002-12-18;24,72
2002-12-19;23,90
2002-12-20;8,81
2002-12-21;14,95
2002-12-22;23,38
2002-12-23;6,07
2002-12-24;28,59
2002-12-25;27,66
2002-12-26;27,33
2002-12-27;6,57
2002-12-28;4,71
2002-12-29;8,37
2002-12-30;28,53
2002-12-31;28,47
2003-01-01;24,13
2003-01-02;24,63
2003-01-03;22,92
2003-01-04;25,09
2003-01-05;20,00
2003-01-06;9,67
2003-01-07;26,56
2003-01-08;23,44
2003-01-09;22,40
2003-01-10;13,97
2003-01-11;9,65
2003-01-12;3,06
2003-01-13;9,41
2003-01-14;28,68
