fecha;radsup
2002-12-16;28,64
2002-12-17;23,30
2002-12-18;23,06
2002-12-19;8,02
2002-12-20;3,68
2002-12-21;16,25
2002-12-22;24,54
2002-12-23;25,68
2002-12-24;25,17
2002-12-25;26,83
2002-12-26;25,44
2002-12-27;26,35
2002-12-28;4,71
2002-12-29;28,70
2002-12-30;28,66
2002-12-31;29,97
2003-01-01;27,62
2003-01-02;7,30
2003-01-03;26,03
2003-01-04;28,77
2003-01-05;28,00
2003-01-06;28,71
2003-01-07;27,67
2003-01-08;25,92
2003-01-09;12,81
2003-01-10;5,50
2003-01-11;17,75
2003-01-12;26,40
2003-01-13;23,29
2003-01-14;28,39
