fecha;radsup
2002-12-16;21,48
2002-12-17;19,09
2002-12-18;11,08
2002-12-19;5,18
2002-12-20;16,16
2002-12-21;13,42
2002-12-22;23,23
2002-12-23;26,03
2002-12-24;4,11
2002-12-25;6,78
2002-12-26;6,61
2002-12-27;20,00
2002-12-28;28,02
2002-12-29;25,76
2002-12-30;28,91
2002-12-31;28,14
2003-01-01;27,18
2003-01-02;10,68
2003-01-03;18,31
2003-01-04;12,57
2003-01-05;4,98
2003-01-06;8,46
2003-01-07;13,29
2003-01-08;20,28
2003-01-09;21,39
2003-01-10;25,01
2003-01-11;26,64
2003-01-12;25,11
2003-01-13;26,61
2003-01-14;23,95
