fecha;hrmean
2002-12-16;78,07
2002-12-17;88,67
2002-12-18;63,86
2002-12-19;65,70
2002-12-20;76,21
2002-12-21;67,13
2002-12-22;68,95
2002-12-23;57,25
2002-12-24;49,43
2002-12-25;42,86
2002-12-26;93,35
2002-12-27;90,87
2002-12-28;66,86
2002-12-29;46,47
2002-12-30;43,23
2002-12-31;86,77
2003-01-01;95,63
2003-01-02;92,46
2003-01-03;92,14
2003-01-04;92,69
2003-01-05;80,00
2003-01-06;88,26
2003-01-07;80,43
2003-01-08;74,39
2003-01-09;61,99
2003-01-10;59,10
2003-01-11;50,30
2003-01-12;41,19
2003-01-13;37,60
2003-01-14;37,13
