fecha;hrmean
2003-05-19;84,94
2003-05-20;63,81
2003-05-21;63,18
2003-05-22;68,60
2003-05-23;85,14
2003-05-24;97,23
2003-05-25;72,78
2003-05-26;67,51
2003-05-27;89,03
2003-05-28;89,66
2003-05-29;92,99
2003-05-30;96,69
2003-05-31;92,49
2003-06-01;97,48
2003-06-02;77,67
2003-06-03;79,81
2003-06-04;81,08
2003-06-05;88,76
2003-06-06;92,57
2003-06-07;93,27
2003-06-08;85,89
2003-06-09;83,59
2003-06-10;85,79
2003-06-11;85,31
2003-06-12;87,61
2003-06-13;87,13
2003-06-14;86,93
2003-06-15;84,14
2003-06-16;97,58
2003-06-17;91,83
