fecha;radsup
2003-05-19;2,25
2003-05-20;1,47
2003-05-21;1,82
2003-05-22;8,79
2003-05-23;11,19
2003-05-24;13,80
2003-05-25;6,78
2003-05-26;11,29
2003-05-27;13,56
2003-05-28;13,30
2003-05-29;13,52
2003-05-30;1,95
2003-05-31;3,57
2003-06-01;5,40
2003-06-02;10,35
2003-06-03;11,52
2003-06-04;11,40
2003-06-05;7,07
2003-06-06;10,83
2003-06-07;9,01
2003-06-08;12,56
2003-06-09;2,93
2003-06-10;8,65
2003-06-11;12,45
2003-06-12;10,27
2003-06-13;11,95
2003-06-14;12,52
2003-06-15;7,22
2003-06-16;11,03
2003-06-17;8,76
