fecha;radsup
2003-05-19;2,64
2003-05-20;7,98
2003-05-21;5,40
2003-05-22;7,93
2003-05-23;12,85
2003-05-24;13,43
2003-05-25;10,84
2003-05-26;12,63
2003-05-27;12,34
2003-05-28;5,58
2003-05-29;1,22
2003-05-30;3,81
2003-05-31;7,39
2003-06-01;13,33
2003-06-02;13,74
2003-06-03;13,75
2003-06-04;11,09
2003-06-05;2,68
2003-06-06;2,33
2003-06-07;3,66
2003-06-08;4,35
2003-06-09;9,93
2003-06-10;1,46
2003-06-11;10,02
2003-06-12;9,61
2003-06-13;2,52
2003-06-14;11,90
2003-06-15;12,38
2003-06-16;12,37
2003-06-17;12,21
