fecha;hrmean
2003-05-19;90,81
2003-05-20;67,15
2003-05-21;63,08
2003-05-22;69,16
2003-05-23;85,98
2003-05-24;89,79
2003-05-25;98,67
2003-05-26;95,87
2003-05-27;96,85
2003-05-28;97,16
2003-05-29;90,70
2003-05-30;84,84
2003-05-31;82,57
2003-06-01;95,71
2003-06-02;98,75
2003-06-03;77,84
2003-06-04;88,93
2003-06-05;84,35
2003-06-06;84,66
2003-06-07;82,06
2003-06-08;90,04
2003-06-09;82,11
2003-06-10;85,39
2003-06-11;87,19
2003-06-12;77,79
2003-06-13;77,58
2003-06-14;68,43
2003-06-15;78,58
2003-06-16;75,53
2003-06-17;95,27
