fecha;hrmean
2009-04-07;39,41
2009-04-08;38,20
2009-04-09;44,53
2009-04-10;41,79
2009-04-11;44,37
2009-04-12;38,88
2009-04-13;36,76
2009-04-14;34,41
2009-04-15;40,98
2009-04-16;41,41
2009-04-17;42,93
2009-04-18;78,09
2009-04-19;58,75
2009-04-20;53,24
2009-04-21;49,04
2009-04-22;52,88
2009-04-23;46,87
2009-04-24;72,75
2009-04-25;96,20
2009-04-26;83,85
2009-04-27;73,23
2009-04-28;65,43
2009-04-29;65,05
2009-04-30;69,59
2009-05-01;89,96
2009-05-02;90,66
2009-05-03;84,79
2009-05-04;88,14
2009-05-05;84,65
2009-05-06;76,96
