fecha;radsup
2009-04-07;13,12
2009-04-08;18,68
2009-04-09;19,38
2009-04-10;19,59
2009-04-11;19,24
2009-04-12;18,89
2009-04-13;15,79
2009-04-14;18,63
2009-04-15;17,98
2009-04-16;17,32
2009-04-17;17,30
2009-04-18;15,05
2009-04-19;12,06
2009-04-20;3,89
2009-04-21;1,73
2009-04-22;2,92
2009-04-23;1,33
2009-04-24;0,86
2009-04-25;3,19
2009-04-26;12,22
2009-04-27;0,71
2009-04-28;5,74
2009-04-29;16,46
2009-04-30;16,76
2009-05-01;16,83
2009-05-02;16,39
2009-05-03;16,18
2009-05-04;3,39
2009-05-05;2,27
2009-05-06;5,21
