fecha;tmin
2003-02-17;289,00
2003-02-18;291,50
2003-02-19;294,30
2003-02-20;290,70
2003-02-21;287,90
2003-02-22;283,90
2003-02-23;282,70
2003-02-24;290,80
2003-02-25;296,60
2003-02-26;296,70
2003-02-27;296,70
2003-02-28;294,40
2003-03-01;295,50
2003-03-02;296,20
2003-03-03;296,60
2003-03-04;297,40
2003-03-05;297,20
2003-03-06;296,40
2003-03-07;293,90
2003-03-08;291,80
2003-03-09;289,70
2003-03-10;292,20
2003-03-11;291,90
2003-03-12;292,10
2003-03-13;293,00
2003-03-14;292,80
2003-03-15;289,70
2003-03-16;292,50
2003-03-17;294,20
2003-03-18;293,20
