fecha;radsup
2003-02-17;18,46
2003-02-18;26,14
2003-02-19;11,54
2003-02-20;3,27
2003-02-21;26,92
2003-02-22;26,35
2003-02-23;21,28
2003-02-24;24,04
2003-02-25;19,94
2003-02-26;21,12
2003-02-27;23,81
2003-02-28;15,24
2003-03-01;18,22
2003-03-02;17,94
2003-03-03;19,70
2003-03-04;2,95
2003-03-05;4,95
2003-03-06;13,12
2003-03-07;18,91
2003-03-08;25,28
2003-03-09;23,07
2003-03-10;7,15
2003-03-11;18,38
2003-03-12;22,88
2003-03-13;23,30
2003-03-14;23,01
2003-03-15;15,01
2003-03-16;20,83
2003-03-17;21,25
2003-03-18;20,72
