fecha;hrmean
2003-02-17;74,68
2003-02-18;50,04
2003-02-19;78,00
2003-02-20;94,68
2003-02-21;72,58
2003-02-22;59,30
2003-02-23;54,58
2003-02-24;67,50
2003-02-25;70,20
2003-02-26;65,39
2003-02-27;57,35
2003-02-28;52,85
2003-03-01;60,74
2003-03-02;88,36
2003-03-03;79,46
2003-03-04;61,82
2003-03-05;47,17
2003-03-06;45,79
2003-03-07;56,92
2003-03-08;51,97
2003-03-09;43,26
2003-03-10;47,48
2003-03-11;56,88
2003-03-12;53,42
2003-03-13;46,41
2003-03-14;42,04
2003-03-15;40,27
2003-03-16;39,37
2003-03-17;83,60
2003-03-18;70,44
