fecha;radsup
2003-02-17;6,72
2003-02-18;23,44
2003-02-19;25,26
2003-02-20;18,86
2003-02-21;14,59
2003-02-22;25,32
2003-02-23;25,26
2003-02-24;10,67
2003-02-25;2,62
2003-02-26;18,64
2003-02-27;19,95
2003-02-28;22,62
2003-03-01;19,82
2003-03-02;16,85
2003-03-03;3,53
2003-03-04;19,79
2003-03-05;23,33
2003-03-06;23,60
2003-03-07;14,82
2003-03-08;8,31
2003-03-09;24,16
2003-03-10;23,36
2003-03-11;23,07
2003-03-12;23,33
2003-03-13;20,11
2003-03-14;22,37
2003-03-15;21,29
2003-03-16;4,21
2003-03-17;12,53
2003-03-18;20,60
