fecha;tmin
2003-02-17;284,50
2003-02-18;291,80
2003-02-19;296,30
2003-02-20;286,90
2003-02-21;284,20
2003-02-22;284,00
2003-02-23;291,70
2003-02-24;290,40
2003-02-25;294,80
2003-02-26;297,70
2003-02-27;296,00
2003-02-28;294,20
2003-03-01;294,10
2003-03-02;295,40
2003-03-03;296,60
2003-03-04;292,10
2003-03-05;291,00
2003-03-06;291,70
2003-03-07;292,30
2003-03-08;292,30
2003-03-09;291,10
2003-03-10;293,40
2003-03-11;294,70
2003-03-12;295,40
2003-03-13;293,70
2003-03-14;294,40
2003-03-15;294,40
2003-03-16;292,50
2003-03-17;290,10
2003-03-18;289,80
